year,month,day,electiontype,office,num candidates,percent winner won with
2020,6,2,primary,County Committeewoman HARRISON WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARRISON WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HAYSVILLE,1,1.0
2020,6,2,primary,County Committeewoman HEIDELBERG,1,1.0
2020,6,2,primary,County Committeewoman HOMESTEAD WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HOMESTEAD WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HOMESTEAD WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman INDIANA DIST 1,1,1.0
2020,6,2,primary,County Committeewoman INDIANA DIST 2,1,1.0
2020,6,2,primary,County Committeewoman INDIANA DIST 3,1,1.0
2020,6,2,primary,County Committeewoman INDIANA DIST 4,1,1.0
2020,6,2,primary,County Committeewoman INDIANA DIST 5,1,1.0
2020,6,2,primary,County Committeewoman INGRAM DIST 1,1,1.0
2020,6,2,primary,County Committeewoman INGRAM DIST 2,1,1.0
2020,6,2,primary,County Committeewoman INGRAM DIST 3,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 2,2,0.9759036144578314
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 5,2,0.9787985865724381
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 6,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 7,1,1.0
2020,6,2,primary,County Committeewoman JEFFERSON HL DIST 8,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 1,2,0.9915254237288136
2020,6,2,primary,County Committeewoman KENNEDY DIST 2,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 3,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 4,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 5,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 6,1,1.0
2020,6,2,primary,County Committeewoman KENNEDY DIST 7,1,1.0
2020,6,2,primary,County Committeewoman KILBUCK,1,1.0
2020,6,2,primary,County Committeewoman LEET DIST 1,1,1.0
2020,6,2,primary,County Committeewoman LEET DIST 2,1,1.0
2020,6,2,primary,County Committeewoman LEETSDALE,2,0.98
2020,6,2,primary,County Committeewoman LIBERTY DIST 1,1,1.0
2020,6,2,primary,County Committeewoman LIBERTY DIST 2,1,1.0
2020,6,2,primary,County Committeewoman LINCOLN,1,1.0
2020,6,2,primary,County Committeewoman MARSHALL DIST 1,2,0.9817073170731707
2020,6,2,primary,County Committeewoman MARSHALL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MARSHALL DIST 3,2,0.9935483870967742
2020,6,2,primary,County Committeewoman MARSHALL DIST 4,2,0.9870967741935484
2020,6,2,primary,County Committeewoman MARSHALL DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MARSHALL DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MARSHALL DIST 7,2,0.9942857142857143
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 1 DIST 1,2,0.9629629629629629
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 2 DIST 2,2,0.9880239520958084
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 2 DIST 3,2,0.9776119402985075
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 4 DIST 2,2,0.968503937007874
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 7 DIST 1,2,0.9789473684210527
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCCANDLESS WARD 7 DIST 3,2,0.9879518072289156
2020,6,2,primary,County Committeewoman MCDONALD,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 5,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 7 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 7 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 8 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 8 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 10 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 10 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 11 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 11 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 11 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCKEESPORT WARD 12 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MCKEES ROCKS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCKEES ROCKS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEES ROCKS WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MCKEES ROCKS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MCKEES ROCKS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MILLVALE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MILLVALE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MILLVALE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MILLVALE DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MONROEVILLE WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 2,2,0.9887218045112782
2020,6,2,primary,County Committeewoman MOON DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 6,2,0.9966996699669967
2020,6,2,primary,County Committeewoman MOON DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 8,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 9,2,0.9876543209876543
2020,6,2,primary,County Committeewoman MOON DIST 10,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 11,2,0.9945945945945946
2020,6,2,primary,County Committeewoman MOON DIST 12,1,1.0
2020,6,2,primary,County Committeewoman MOON DIST 13,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 6,2,0.9805825242718447
2020,6,2,primary,County Committeewoman MT LEBANON WARD 1 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 3,2,0.9782608695652174
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 2 DIST 8,2,0.9921259842519685
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 7,2,0.9906542056074766
2020,6,2,primary,County Committeewoman MT LEBANON WARD 3 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 4 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MT LEBANON WARD 5 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman MT OLIVER DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MT OLIVER DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 5,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 6,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 7,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 8,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 9,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 10,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 11,1,1.0
2020,6,2,primary,County Committeewoman MUNHALL DIST 12,1,1.0
2020,6,2,primary,County Committeewoman NEVILLE WARD 1,1,1.0
2020,6,2,primary,County Committeewoman NEVILLE WARD 2,1,1.0
2020,6,2,primary,County Committeewoman NEVILLE WARD 3,1,1.0
2020,6,2,primary,County Committeewoman N BRADDOCK WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N BRADDOCK WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman N BRADDOCK WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N BRADDOCK WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N FAYETTE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N FAYETTE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N FAYETTE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman N FAYETTE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman N FAYETTE DIST 5,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman N VERSAILLES WARD 7,1,1.0
2020,6,2,primary,County Committeewoman OAKDALE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OAKDALE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OAKMONT DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OAKMONT DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OAKMONT DIST 3,1,1.0
2020,6,2,primary,County Committeewoman OAKMONT DIST 4,2,0.9789473684210527
2020,6,2,primary,County Committeewoman OAKMONT DIST 5,1,1.0
2020,6,2,primary,County Committeewoman OAKMONT DIST 6,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHARA WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHIO DIST 1,1,1.0
2020,6,2,primary,County Committeewoman OHIO DIST 2,1,1.0
2020,6,2,primary,County Committeewoman OHIO DIST 3,1,1.0
2020,6,2,primary,County Committeewoman GLEN OSBORNE,2,0.9833333333333333
2020,6,2,primary,County Committeewoman PENN HILLS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 3 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 5 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 5 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 6 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 7 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 8 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 8 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 8 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 8 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 9 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PENN HILLS WARD 9 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 1,2,0.9893048128342246
2020,6,2,primary,County Committeewoman PINE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PINE DIST 8,2,0.9947643979057592
2020,6,2,primary,County Committeewoman PITCAIRN DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITCAIRN DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITCAIRN DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 4 DIST 16,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 5 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 5 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 5 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 13,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 7 DIST 14,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 8 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 6,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 9 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 5,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 7,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 8,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 9,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 10,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 11,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 12,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 18,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 10 DIST 19,1,1.0
2020,6,2,primary,County Committeewoman PITTSBURGH WARD 11 DIST 2,1,1.0
